,period,stateid,stateName,sector,sectorName,entityid,entityName,plantid,plantName,generatorid,unit,technology,energy_source_code,energy-source-desc,prime_mover_code,balancing_authority_code,balancing-authority-name,status,statusDescription,county,latitude,longitude,nameplate-capacity-mw,net-summer-capacity-mw,net-winter-capacity-mw,operating-year-month,planned-derate-summer-cap-mw,planned-derate-year-month,planned-retirement-year-month,planned-uprate-summer-cap-mw,planned-uprate-year-month,nameplate-capacity-mw-units,net-summer-capacity-mw-units,net-winter-capacity-mw-units,planned-derate-summer-cap-mw-units,planned-uprate-summer-cap-mw-units
255,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3083,Lookout Point,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Lane,43.9153,-122.7531,40.0,40.0,40.0,1955-05,,,,,,MW,MW,MW,MW,MW
256,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3083,Lookout Point,2,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OA,Out of service but expected to return to service in next calendar year,Lane,43.9153,-122.7531,40.0,40.0,40.0,1955-03,,,,,,MW,MW,MW,MW,MW
257,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3083,Lookout Point,3,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Lane,43.9153,-122.7531,40.0,40.0,40.0,1955-01,,,,,,MW,MW,MW,MW,MW
258,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3084,McNary,12,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Umatilla,45.9402,-119.2988,70.0,70.0,70.0,1956-05,,,,,,MW,MW,MW,MW,MW
259,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3084,McNary,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Umatilla,45.9402,-119.2988,70.0,70.0,70.0,1953-12,,,,,,MW,MW,MW,MW,MW
260,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3084,McNary,10,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Umatilla,45.9402,-119.2988,70.0,70.0,70.0,1955-11,,,,,,MW,MW,MW,MW,MW
261,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3084,McNary,11,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Umatilla,45.9402,-119.2988,70.0,70.0,70.0,1956-05,,,,,,MW,MW,MW,MW,MW
262,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3084,McNary,13,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Umatilla,45.9402,-119.2988,70.0,70.0,70.0,1957-03,,,,,,MW,MW,MW,MW,MW
263,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3084,McNary,14,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Umatilla,45.9402,-119.2988,80.5,80.5,80.5,1957-03,,,,,,MW,MW,MW,MW,MW
264,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3084,McNary,2,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Umatilla,45.9402,-119.2988,70.0,70.0,70.0,1954-01,,,,,,MW,MW,MW,MW,MW
265,2022-11,WA,Washington,electric-utility,Electric Utility,14624,PUD No 2 of Grant County,3887,Priest Rapids,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Grant,46.6451,-119.908,95.0,95.0,95.0,1961-07,,,,,,MW,MW,MW,MW,MW
266,2022-11,WA,Washington,electric-utility,Electric Utility,20160,Energy Northwest,371,Columbia Generating Station,2,,Nuclear,NUC,Nuclear,ST,BPAT,Bonneville Power Administration,OP,Operating,Benton,46.4711,-119.3339,1200.0,1151.0,1172.0,1984-12,,,,,,MW,MW,MW,MW,MW
267,2022-11,WA,Washington,electric-utility,Electric Utility,20160,Energy Northwest,64198,"Horn Rapids Solar, Storage and Training",HRBE,,Batteries,MWH,Electricity used for energy storage,BA,BPAT,Bonneville Power Administration,OP,Operating,Benton,46.3529,-119.3222,1.0,1.0,1.0,2020-12,,,,,,MW,MW,MW,MW,MW
268,2022-11,WA,Washington,electric-utility,Electric Utility,20160,Energy Northwest,64198,"Horn Rapids Solar, Storage and Training",HRPV,,Solar Photovoltaic,SUN,Solar,PV,BPAT,Bonneville Power Administration,OP,Operating,Benton,46.3529,-119.3222,3.2,3.2,2.3,2020-10,,,,,,MW,MW,MW,MW,MW
269,2022-11,WA,Washington,electric-utility,Electric Utility,10944,PUD No 1 of Lewis County,7427,Cowlitz Falls,U#1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Lewis,46.4661,-122.1097,35.0,35.0,35.0,1994-06,,,,,,MW,MW,MW,MW,MW
270,2022-11,WY,Wyoming,electric-utility,Electric Utility,11273,Lower Valley Energy Inc,6393,Strawberry Creek,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Lincoln,42.905142,-110.893422,0.5,0.5,0.5,1940-08,,,,,,MW,MW,MW,MW,MW
271,2022-11,WY,Wyoming,electric-utility,Electric Utility,11273,Lower Valley Energy Inc,6393,Strawberry Creek,2,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Lincoln,42.905142,-110.893422,0.5,0.5,0.5,1940-08,,,,,,MW,MW,MW,MW,MW
272,2022-11,WY,Wyoming,electric-utility,Electric Utility,11273,Lower Valley Energy Inc,6393,Strawberry Creek,3,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Lincoln,42.905142,-110.893422,0.5,0.5,0.5,1951-01,,,,,,MW,MW,MW,MW,MW
273,2022-11,WY,Wyoming,electric-utility,Electric Utility,11273,Lower Valley Energy Inc,6394,Swift Creek,3,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Lincoln,42.728439,-110.916592,0.8,0.8,0.8,2009-04,,,,,,MW,MW,MW,MW,MW
274,2022-11,WY,Wyoming,electric-utility,Electric Utility,11273,Lower Valley Energy Inc,6394,Swift Creek,4,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Lincoln,42.728439,-110.916592,0.6,0.6,0.6,2010-02,,,,,,MW,MW,MW,MW,MW
275,2022-11,WY,Wyoming,electric-utility,Electric Utility,11273,Lower Valley Energy Inc,6394,Swift Creek,5,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Lincoln,42.728439,-110.916592,0.3,0.3,0.3,2010-12,,,,,,MW,MW,MW,MW,MW
276,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3084,McNary,3,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Umatilla,45.9402,-119.2988,70.0,70.0,70.0,1954-05,,,,,,MW,MW,MW,MW,MW
277,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3084,McNary,4,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OA,Out of service but expected to return to service in next calendar year,Umatilla,45.9402,-119.2988,70.0,70.0,70.0,1954-07,,,,,,MW,MW,MW,MW,MW
278,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3084,McNary,5,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Umatilla,45.9402,-119.2988,70.0,58.0,58.0,1954-10,,,,,,MW,MW,MW,MW,MW
279,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3084,McNary,6,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Umatilla,45.9402,-119.2988,70.0,58.0,58.0,1955-01,,,,,,MW,MW,MW,MW,MW
280,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3084,McNary,7,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OA,Out of service but expected to return to service in next calendar year,Umatilla,45.9402,-119.2988,70.0,70.0,70.0,1955-03,,,,,,MW,MW,MW,MW,MW
281,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3084,McNary,8,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Umatilla,45.9402,-119.2988,70.0,70.0,70.0,1955-06,,,,,,MW,MW,MW,MW,MW
282,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3084,McNary,9,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Umatilla,45.9402,-119.2988,70.0,70.0,70.0,1956-09,,,,,,MW,MW,MW,MW,MW
283,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3895,The Dalles,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OA,Out of service but expected to return to service in next calendar year,Wasco,45.614,-121.1346,78.0,78.0,78.0,1957-10,,,,,,MW,MW,MW,MW,MW
284,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3895,The Dalles,10,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Wasco,45.614,-121.1346,78.0,78.0,78.0,1959-11,,,,,,MW,MW,MW,MW,MW
285,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3895,The Dalles,11,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Wasco,45.614,-121.1346,78.0,78.0,78.0,1960-02,,,,,,MW,MW,MW,MW,MW
286,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3895,The Dalles,12,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OA,Out of service but expected to return to service in next calendar year,Wasco,45.614,-121.1346,78.0,78.0,78.0,1960-05,,,,,,MW,MW,MW,MW,MW
287,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3895,The Dalles,13,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Wasco,45.614,-121.1346,78.0,78.0,78.0,1960-08,,,,,,MW,MW,MW,MW,MW
288,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3895,The Dalles,14,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Wasco,45.614,-121.1346,78.0,78.0,78.0,1960-11,,,,,,MW,MW,MW,MW,MW
289,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3895,The Dalles,15,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Wasco,45.614,-121.1346,86.0,86.0,86.0,1973-02,,,,,,MW,MW,MW,MW,MW
290,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3895,The Dalles,16,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Wasco,45.614,-121.1346,86.0,86.0,86.0,1973-02,,,,,,MW,MW,MW,MW,MW
291,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3895,The Dalles,17,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Wasco,45.614,-121.1346,86.0,86.0,86.0,1973-03,,,,,,MW,MW,MW,MW,MW
292,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3895,The Dalles,18,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Wasco,45.614,-121.1346,86.0,86.0,86.0,1973-03,,,,,,MW,MW,MW,MW,MW
293,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3895,The Dalles,19,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OA,Out of service but expected to return to service in next calendar year,Wasco,45.614,-121.1346,86.0,86.0,86.0,1973-05,,,,,,MW,MW,MW,MW,MW
294,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3895,The Dalles,22,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Wasco,45.614,-121.1346,86.0,86.0,86.0,1973-12,,,,,,MW,MW,MW,MW,MW
295,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3895,The Dalles,2,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Wasco,45.614,-121.1346,78.0,78.0,78.0,1957-11,,,,,,MW,MW,MW,MW,MW
296,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3895,The Dalles,20,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OA,Out of service but expected to return to service in next calendar year,Wasco,45.614,-121.1346,86.0,86.0,86.0,1973-06,,,,,,MW,MW,MW,MW,MW
297,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3895,The Dalles,21,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Wasco,45.614,-121.1346,86.0,86.0,86.0,1973-11,,,,,,MW,MW,MW,MW,MW
298,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3895,The Dalles,3,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Wasco,45.614,-121.1346,78.0,78.0,78.0,1958-02,,,,,,MW,MW,MW,MW,MW
299,2022-11,WA,Washington,electric-utility,Electric Utility,20160,Energy Northwest,3929,Packwood,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Lewis,46.595833,-121.569444,27.5,26.0,26.0,1964-04,,,,,,MW,MW,MW,MW,MW
300,2022-11,WA,Washington,electric-utility,Electric Utility,20160,Energy Northwest,7936,Nine Canyon,1,,Onshore Wind Turbine,WND,Wind,WT,BPAT,Bonneville Power Administration,OP,Operating,Benton,46.0958,-119.0964,95.9,95.0,95.0,2002-09,,,,,,MW,MW,MW,MW,MW
301,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3895,The Dalles,4,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Wasco,45.614,-121.1346,78.0,78.0,78.0,1958-05,,,,,,MW,MW,MW,MW,MW
302,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3895,The Dalles,5,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Wasco,45.614,-121.1346,89.7,92.7,92.0,1958-10,,,,,,MW,MW,MW,MW,MW
303,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3895,The Dalles,6,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Wasco,45.614,-121.1346,78.0,78.0,78.0,1958-11,,,,,,MW,MW,MW,MW,MW
304,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3895,The Dalles,7,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Wasco,45.614,-121.1346,78.0,78.0,78.0,1959-02,,,,,,MW,MW,MW,MW,MW
305,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3895,The Dalles,8,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Wasco,45.614,-121.1346,78.0,78.0,78.0,1959-05,,,,,,MW,MW,MW,MW,MW
306,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3895,The Dalles,9,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Wasco,45.614,-121.1346,78.0,78.0,78.0,1959-11,,,,,,MW,MW,MW,MW,MW
307,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3895,The Dalles,F1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OA,Out of service but expected to return to service in next calendar year,Wasco,45.614,-121.1346,14.0,14.0,14.0,1957-06,,,,,,MW,MW,MW,MW,MW
308,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3895,The Dalles,F2,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OA,Out of service but expected to return to service in next calendar year,Wasco,45.614,-121.1346,14.0,14.0,14.0,1957-07,,,,,,MW,MW,MW,MW,MW
309,2022-11,OR,Oregon,electric-utility,Electric Utility,14323,Pacific Northwest Generating Coop,7725,Coffin Butte,1,,Landfill Gas,LFG,Landfill Gas,IC,BPAT,Bonneville Power Administration,OP,Operating,Benton,44.6969,-123.2234,0.8,0.8,0.8,1995-10,,,,,,MW,MW,MW,MW,MW
310,2022-11,OR,Oregon,electric-utility,Electric Utility,14323,Pacific Northwest Generating Coop,7725,Coffin Butte,2,,Landfill Gas,LFG,Landfill Gas,IC,BPAT,Bonneville Power Administration,OP,Operating,Benton,44.6969,-123.2234,0.8,0.8,0.8,1995-10,,,,,,MW,MW,MW,MW,MW
311,2022-11,OR,Oregon,electric-utility,Electric Utility,14323,Pacific Northwest Generating Coop,7725,Coffin Butte,3,,Landfill Gas,LFG,Landfill Gas,IC,BPAT,Bonneville Power Administration,OP,Operating,Benton,44.6969,-123.2234,0.8,0.8,0.8,1995-10,,,,,,MW,MW,MW,MW,MW
312,2022-11,OR,Oregon,electric-utility,Electric Utility,14323,Pacific Northwest Generating Coop,7725,Coffin Butte,4,,Landfill Gas,LFG,Landfill Gas,IC,BPAT,Bonneville Power Administration,OP,Operating,Benton,44.6969,-123.2234,1.6,1.6,1.6,2007-10,,,,,,MW,MW,MW,MW,MW
313,2022-11,OR,Oregon,electric-utility,Electric Utility,14323,Pacific Northwest Generating Coop,7725,Coffin Butte,5,,Landfill Gas,LFG,Landfill Gas,IC,BPAT,Bonneville Power Administration,OP,Operating,Benton,44.6969,-123.2234,1.6,1.6,1.6,2007-10,,,,,,MW,MW,MW,MW,MW
314,2022-11,OR,Oregon,industrial-chp,Industrial CHP,49842,Georgia-Pacific Consumer Operations LLC-Wauna,56192,Georgia-Pacific Wauna Mill,1,,Wood/Wood Waste Biomass,BLQ,Black Liquor,ST,BPAT,Bonneville Power Administration,OP,Operating,Clatsop,46.153955,-123.40658,39.8,24.0,26.0,1996-02,,,,,,MW,MW,MW,MW,MW
315,2022-11,WA,Washington,industrial-chp,Industrial CHP,20547,Cosmo Specialty Fibers,50185,Cosmo Specialty Fibers Plant,TG1,,Wood/Wood Waste Biomass,WDL,Wood Waste Liquids,ST,BPAT,Bonneville Power Administration,OP,Operating,Grays Harbor,46.954071,-123.761086,7.5,8.5,9.0,1957-01,,,,,,MW,MW,MW,MW,MW
316,2022-11,WA,Washington,industrial-chp,Industrial CHP,20547,Cosmo Specialty Fibers,50185,Cosmo Specialty Fibers Plant,TG2,,Wood/Wood Waste Biomass,WDL,Wood Waste Liquids,ST,BPAT,Bonneville Power Administration,OP,Operating,Grays Harbor,46.954071,-123.761086,7.5,8.5,9.0,1957-01,,,,,,MW,MW,MW,MW,MW
317,2022-11,OR,Oregon,electric-utility,Electric Utility,20169,Avista Corp,7931,Coyote Springs II,1,U2CT,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,BPAT,Bonneville Power Administration,OP,Operating,Morrow,45.848039,-119.673965,170.0,173.0,207.0,2003-07,,,,,,MW,MW,MW,MW,MW
318,2022-11,OR,Oregon,electric-utility,Electric Utility,20169,Avista Corp,7931,Coyote Springs II,2,U2CT,Natural Gas Fired Combined Cycle,NG,Natural Gas,CA,BPAT,Bonneville Power Administration,OP,Operating,Morrow,45.848039,-119.673965,117.0,117.0,117.0,2003-07,,,,,,MW,MW,MW,MW,MW
319,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,56916,PaTu Wind Farm LLC,57578,PaTu Wind Farm LLC,PATU,,Onshore Wind Turbine,WND,Wind,WT,BPAT,Bonneville Power Administration,OP,Operating,Sherman,45.613061,-120.616906,9.0,9.0,9.0,2010-12,,,,,,MW,MW,MW,MW,MW
320,2022-11,WA,Washington,electric-utility,Electric Utility,14354,PacifiCorp,55662,Chehalis Generating Facility,CA,CC1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CA,BPAT,Bonneville Power Administration,OP,Operating,Lewis,46.6225,-122.9131,230.0,157.0,167.0,2003-08,,,2043-12,,,MW,MW,MW,MW,MW
321,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,58618,Finley BioEnergy LLC,58687,Finley Buttes Landfill Gas,GEN1,,Landfill Gas,LFG,Landfill Gas,IC,BPAT,Bonneville Power Administration,OP,Operating,Morrow,45.69,-119.61,1.6,1.6,1.6,2007-12,,,,,,MW,MW,MW,MW,MW
322,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,58618,Finley BioEnergy LLC,58687,Finley Buttes Landfill Gas,GEN2,,Landfill Gas,LFG,Landfill Gas,IC,BPAT,Bonneville Power Administration,OP,Operating,Morrow,45.69,-119.61,1.6,1.6,1.6,2007-12,,,,,,MW,MW,MW,MW,MW
323,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,58618,Finley BioEnergy LLC,58687,Finley Buttes Landfill Gas,GEN3,,Landfill Gas,LFG,Landfill Gas,IC,BPAT,Bonneville Power Administration,OP,Operating,Morrow,45.69,-119.61,1.6,1.6,1.6,2007-12,,,,,,MW,MW,MW,MW,MW
324,2022-11,OR,Oregon,electric-utility,Electric Utility,15248,Portland General Electric Co,64057,Wheatridge 1,WND,,Onshore Wind Turbine,WND,Wind,WT,BPAT,Bonneville Power Administration,OP,Operating,Morrow,45.55975,-119.6338,100.0,100.0,100.0,2020-12,,,,,,MW,MW,MW,MW,MW
325,2022-11,WA,Washington,ipp-non-chp,IPP Non-CHP,57066,Coastal Community Action Program,57756,Coastal Energy Project,1,,Onshore Wind Turbine,WND,Wind,WT,BPAT,Bonneville Power Administration,OP,Operating,Grays Harbor,46.793581,-124.065412,6.0,6.0,6.0,2010-06,,,,,,MW,MW,MW,MW,MW
326,2022-11,WA,Washington,ipp-non-chp,IPP Non-CHP,6607,FPL Energy Vansycle LLC,55560,FPL Energy Vansycle LLC (WA),V-47,,Onshore Wind Turbine,WND,Wind,WT,BPAT,Bonneville Power Administration,OP,Operating,Walla Walla,46.06,-118.917,176.9,176.9,176.9,2001-12,,,,,,MW,MW,MW,MW,MW
327,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,6607,FPL Energy Vansycle LLC,55989,FPL Energy Vansycle LLC (OR),V-47,,Onshore Wind Turbine,WND,Wind,WT,BPAT,Bonneville Power Administration,OP,Operating,Umatilla,46.01279,-118.816246,122.8,122.8,122.8,2001-12,,,,,,MW,MW,MW,MW,MW
328,2022-11,WA,Washington,industrial-non-chp,Industrial Non-CHP,58341,McKinley Paper Co. - Washington Mill,58352,McKinley Paper Co. - Washington Mill,G-11A,,Wood/Wood Waste Biomass,WDS,Wood Waste Solids,ST,BPAT,Bonneville Power Administration,OP,Operating,Clallam,48.134722,-123.465556,12.6,12.0,12.0,2022-07,,,,,,MW,MW,MW,MW,MW
329,2022-11,OR,Oregon,electric-utility,Electric Utility,13788,Northern Wasco County PUD,7431,Dalles Dam North Fishway Project,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Wasco,45.614375,-121.136885,6.5,5.0,5.0,1991-05,,,,,,MW,MW,MW,MW,MW
330,2022-11,WA,Washington,electric-utility,Electric Utility,13788,Northern Wasco County PUD,7511,McNary Dam Fish Attraction Project,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Benton,45.940034,-119.299078,10.0,9.0,9.0,1997-11,,,,,,MW,MW,MW,MW,MW
331,2022-11,ID,Idaho,electric-utility,Electric Utility,40575,Utah Associated Mun Power Sys,57890,"Horse Butte Wind I, LLC",1,,Onshore Wind Turbine,WND,Wind,WT,BPAT,Bonneville Power Administration,OP,Operating,Bonneville,43.386389,-111.726389,57.6,57.6,57.6,2012-08,,,,,,MW,MW,MW,MW,MW
332,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,62758,"Orchard Windfarm, LLC",64051,"Orchard Windfarm 2, LLC",OCHW2,,Onshore Wind Turbine,WND,Wind,WT,BPAT,Bonneville Power Administration,OP,Operating,Morrow,45.38,-119.3332,10.0,10.0,10.0,2020-12,,,,,,MW,MW,MW,MW,MW
333,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,62758,"Orchard Windfarm, LLC",64052,"Orchard Windfarm 3, LLC",OCHW3,,Onshore Wind Turbine,WND,Wind,WT,BPAT,Bonneville Power Administration,OP,Operating,Morrow,45.38,-119.3332,10.0,10.0,10.0,2020-12,,,,,,MW,MW,MW,MW,MW
334,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,54842,WM Renewable Energy LLC,57015,Waste Management Columbia Ridge LFGTE,GEN1,,Landfill Gas,LFG,Landfill Gas,IC,BPAT,Bonneville Power Administration,OP,Operating,Gilliam,45.5739,-120.2969,0.8,0.8,0.8,2009-12,,,,,,MW,MW,MW,MW,MW
335,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,54842,WM Renewable Energy LLC,57015,Waste Management Columbia Ridge LFGTE,GEN10,,Landfill Gas,LFG,Landfill Gas,IC,BPAT,Bonneville Power Administration,OP,Operating,Gilliam,45.5739,-120.2969,1.6,1.6,1.6,2014-08,,,,,,MW,MW,MW,MW,MW
336,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,54842,WM Renewable Energy LLC,57015,Waste Management Columbia Ridge LFGTE,GEN11,,Landfill Gas,LFG,Landfill Gas,IC,BPAT,Bonneville Power Administration,OP,Operating,Gilliam,45.5739,-120.2969,1.6,1.6,1.6,2014-08,,,,,,MW,MW,MW,MW,MW
337,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,54842,WM Renewable Energy LLC,57015,Waste Management Columbia Ridge LFGTE,GEN12,,Landfill Gas,LFG,Landfill Gas,IC,BPAT,Bonneville Power Administration,OP,Operating,Gilliam,45.5739,-120.2969,1.6,1.6,1.6,2014-08,,,,,,MW,MW,MW,MW,MW
338,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,54842,WM Renewable Energy LLC,57015,Waste Management Columbia Ridge LFGTE,GEN2,,Landfill Gas,LFG,Landfill Gas,IC,BPAT,Bonneville Power Administration,OP,Operating,Gilliam,45.5739,-120.2969,0.8,0.8,0.8,2009-12,,,,,,MW,MW,MW,MW,MW
339,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,54842,WM Renewable Energy LLC,57015,Waste Management Columbia Ridge LFGTE,GEN3,,Landfill Gas,LFG,Landfill Gas,IC,BPAT,Bonneville Power Administration,OP,Operating,Gilliam,45.5739,-120.2969,0.8,0.8,0.8,2009-12,,,,,,MW,MW,MW,MW,MW
